,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity
7939,36,Portugal,10.0,good bank. good prices no account commission is paid app available,Vague 2021,positive,2
7940,35,Portugal,10.0,ease of handling various topics,Vague 2021,positive,2
7941,51,Portugal,10.0,i'm satisfied with the card,Vague 2021,positive,2
7942,40,Portugal,8.0,quality,Vague 2021,neutral,1
7943,33,Portugal,6.0,very good,Vague 2021,negative,0
7944,49,Portugal,9.0,because it is a company that thinks about the customer and tries to help whenever possible,Vague 2021,positive,2
7945,21,Portugal,9.0,they are very considerate.,Vague 2021,positive,2
7946,29,Portugal,10.0,alright until the moment,Vague 2021,positive,2
7947,62,Portugal,9.0,i have already made more than once and i have always been informed of all the installments associated with the loan,Vague 2021,positive,2
7948,38,Portugal,9.0,good forward,Vague 2021,positive,2
7949,59,Portugal,9.0,they were impeccable with me.,Vague 2021,positive,2
7950,29,Portugal,10.0,attentive and responsive attendants,Vague 2021,positive,2
7952,26,Portugal,8.0,i liked the service overall,Vague 2021,neutral,1
7953,65,Portugal,10.0,for the good services of the same,Vague 2021,positive,2
7954,63,Portugal,6.0,reasonable,Vague 2021,negative,0
7955,41,Portugal,9.0,because they paid attention to the deadlines i need.,Vague 2021,positive,2
7956,45,Portugal,5.0,nothing to say,Vague 2021,negative,0
7957,50,Portugal,10.0,"the required bureaucracy is minimal, and everything is well explained in the contract, the installments are smooth, there are no hidden fees or ""small"" letters.",Vague 2021,positive,2
7958,42,Portugal,5.0,satisfactory but very bureaucratic,Vague 2021,negative,0
7959,46,Portugal,8.0,good installment plan,Vague 2021,neutral,1
7960,31,Portugal,5.0,i was very poorly attended to solve a simple question for me,Vague 2021,negative,0
7961,41,Portugal,10.0,there was no situation to record.,Vague 2021,positive,2
7962,21,Portugal,8.0,i don't think the service they provide is very good but it's not horrible either.,Vague 2021,neutral,1
7963,27,Portugal,8.0,fees,Vague 2021,neutral,1
7964,18,Portugal,5.0,it's the rating i think is fair,Vague 2021,negative,0
7965,22,Portugal,8.0,i find it quite interesting and reliable.,Vague 2021,neutral,1
7966,32,Portugal,8.0,everything went well so far,Vague 2021,neutral,1
7967,38,Portugal,5.0,"means, medium",Vague 2021,negative,0
7968,64,Portugal,8.0,"good communication skills, very friendly.",Vague 2021,neutral,1
7969,35,Portugal,7.0,high interest,Vague 2021,neutral,1
7970,61,Portugal,9.0,"it works well, especially when it's interest-free credit.",Vague 2021,positive,2
7971,39,Portugal,8.0,it can be considered reliable...,Vague 2021,neutral,1
7972,47,Portugal,6.0,interest rate,Vague 2021,negative,0
7973,48,Portugal,10.0,excellent customer service. reasonable and competitive rates. easily completed processes,Vague 2021,positive,2
7974,31,Portugal,10.0,so far i have no reason to complain.,Vague 2021,positive,2
7975,35,Germany,10.0,innovative,Vague 2021,positive,2
7977,34,Portugal,10.0,very helpful,Vague 2021,positive,2
7978,38,Portugal,8.0,trust,Vague 2021,neutral,1
7979,54,Portugal,8.0,"because despite being my trusted bank, it is still not perfect",Vague 2021,neutral,1
7980,31,Germany,10.0,,Vague 2021,positive,2
7981,38,Portugal,9.0,access to credit was quick and easy.,Vague 2021,positive,2
7982,23,Portugal,9.0,so far i haven't had any problems,Vague 2021,positive,2
7983,48,Portugal,6.0,i'm satisfied with the company,Vague 2021,negative,0
7984,36,Portugal,9.0,are great in credits,Vague 2021,positive,2
7985,31,Germany,7.0,jhhjjhhjjh,Vague 2021,neutral,1
7986,39,Portugal,8.0,so far they have complied with the agreement,Vague 2021,neutral,1
7987,61,Portugal,10.0,extreme trust and credibility,Vague 2021,positive,2
7988,27,Portugal,8.0,fast and easy,Vague 2021,neutral,1
7989,39,Portugal,9.0,process handled easily,Vague 2021,positive,2
7990,26,Portugal,8.0,trusted bank i have an account for a long time,Vague 2021,neutral,1
7991,44,Portugal,6.0,many fees,Vague 2021,negative,0
7992,31,Portugal,9.0,impeccable service,Vague 2021,positive,2
7993,48,Portugal,4.0,"""aggressive"" and constant contacts in order to get more than what was requested",Vague 2021,negative,0
7994,23,Portugal,5.0,,Vague 2021,negative,0
7995,42,Portugal,8.0,quality of services,Vague 2021,neutral,1
7996,32,Portugal,8.0,i liked the establishment,Vague 2021,neutral,1
7997,21,Portugal,10.0,the service was super helpful and as it was my first car i felt enlightened and comfortable in the whole process,Vague 2021,positive,2
7998,30,Germany,10.0,very good,Vague 2021,positive,2
7999,33,Portugal,7.0,"old credit, good condition",Vague 2021,neutral,1
8000,25,Portugal,8.0,best card internationally,Vague 2021,neutral,1
8001,24,Portugal,10.0,loan facility,Vague 2021,positive,2
8002,41,Portugal,6.0,discontent with the value of interest,Vague 2021,negative,0
8003,30,Portugal,9.0,very good,Vague 2021,positive,2
8004,42,Portugal,10.0,i have no reason to complain,Vague 2021,positive,2
8005,35,Portugal,7.0,"i like the font in general, accessible",Vague 2021,neutral,1
8006,36,Portugal,7.0,satisfactory in credits,Vague 2021,neutral,1
8007,33,Portugal,10.0,i have no criticisms because for me it is very good and any help i need they help,Vague 2021,positive,2
8008,40,Portugal,10.0,"trust, security, professionalism,",Vague 2021,positive,2
8009,40,Portugal,7.0,sounds like a reliable group to me,Vague 2021,neutral,1
8010,46,Portugal,8.0,"until now, as i have always done with them, they have never refused me any kind of credit.",Vague 2021,neutral,1
8011,30,Portugal,5.0,little information,Vague 2021,negative,0
8012,58,Portugal,10.0,because it's a bank i trust and i've been with them for many years,Vague 2021,positive,2
8013,33,Portugal,9.0,reliable and fast,Vague 2021,positive,2
8014,36,Portugal,9.0,lots of interest,Vague 2021,positive,2
8015,45,Portugal,7.0,everything went well,Vague 2021,neutral,1
8016,44,Portugal,7.0,complies with the established but without further,Vague 2021,neutral,1
8017,26,Portugal,10.0,my family members also had credit with this entity without any kind of problem. so far i don't have any problems. are always available to clarify doubts.,Vague 2021,positive,2
8018,24,Portugal,8.0,they were very kind with all questions about the loan and clarified all doubts. in general i am satisfied with the bank,Vague 2021,neutral,1
8019,30,Portugal,10.0,everything went smoothly,Vague 2021,positive,2
8020,38,Portugal,9.0,it's the family's bank of choice.,Vague 2021,positive,2
8021,29,Portugal,7.0,,Vague 2021,neutral,1
8022,21,Portugal,7.0,in,Vague 2021,neutral,1
8023,41,Portugal,7.0,process handling speed,Vague 2021,neutral,1
8024,22,Portugal,8.0,it was easy to purchase and carry out the loan,Vague 2021,neutral,1
8025,36,Portugal,10.0,excellent service and a better offer,Vague 2021,positive,2
8026,51,Portugal,10.0,i was very well attended,Vague 2021,positive,2
8027,61,Portugal,7.0,i do not know,Vague 2021,neutral,1
8028,37,Portugal,9.0,were always correct,Vague 2021,positive,2
8029,26,Portugal,10.0,excellent professionals,Vague 2021,positive,2
8030,24,Portugal,9.0,ease of understanding the loan.,Vague 2021,positive,2
8031,56,Germany,6.0,"simple, but nothing special. so average",Vague 2021,negative,0
8032,27,Portugal,10.0,"good bank-client relationship, without much bureaucracy, direct contact with my account manager.",Vague 2021,positive,2
8033,36,Portugal,9.0,so far it has met all my needs.,Vague 2021,positive,2
8034,26,Portugal,7.0,for being a very good service,Vague 2021,neutral,1
8035,28,Portugal,8.0,good relationship,Vague 2021,neutral,1
8036,60,Portugal,9.0,well,Vague 2021,positive,2
8037,25,Portugal,10.0,for complying with their concepts,Vague 2021,positive,2
8038,32,Portugal,8.0,i am satisfied with the service and the service is within the expected average.,Vague 2021,neutral,1
8039,28,Portugal,7.0,easy to get but it's always a credit,Vague 2021,neutral,1
8040,21,Portugal,7.0,"because i think the evaluation is very accessible, the question was asked to me",Vague 2021,neutral,1
8041,44,Portugal,9.0,everything was resolved and the details of the operation were clarified.,Vague 2021,positive,2
8042,39,Portugal,8.0,for having ceded the intended credit,Vague 2021,neutral,1
8043,31,Germany,5.0,"everything is fine, but high interest rates",Vague 2021,negative,0
8044,31,Portugal,8.0,little information,Vague 2021,neutral,1
8045,39,Portugal,3.0,high commissions,Vague 2021,negative,0
8046,42,Portugal,8.0,quick to grant credit,Vague 2021,neutral,1
8047,51,Portugal,5.0,lengthy process,Vague 2021,negative,0
8048,48,Portugal,10.0,"i'm satisfied, everything went well",Vague 2021,positive,2
8049,37,Portugal,10.0,super helpful and correct,Vague 2021,positive,2
8050,20,Portugal,5.0,it is the most characteristic,Vague 2021,negative,0
8051,49,Portugal,9.0,everything went well so far,Vague 2021,positive,2
8052,43,Portugal,5.0,"professionalism, efficiency",Vague 2021,negative,0
8053,36,Portugal,10.0,good bank,Vague 2021,positive,2
8054,36,Portugal,7.0,i think the conditions are reasonable,Vague 2021,neutral,1
8055,42,Portugal,5.0,until you see good service,Vague 2021,negative,0
8056,24,Portugal,10.0,i am very satisfied with the credit given to me years ago and i trust this company,Vague 2021,positive,2
8057,32,Portugal,8.0,lots of fees and interest,Vague 2021,neutral,1
8058,41,Portugal,8.0,good job,Vague 2021,neutral,1
8059,20,Portugal,10.0,because until today everything has always gone quite well.,Vague 2021,positive,2
8060,39,Portugal,10.0,are easily accessible,Vague 2021,positive,2
8061,23,Portugal,5.0,value could be lower,Vague 2021,negative,0
8062,33,Portugal,7.0,it's a good bank,Vague 2021,neutral,1
8063,56,Portugal,10.0,a lot of confidence,Vague 2021,positive,2
8064,46,Portugal,9.0,"my credit was approved super fast and hassle free, and the interest rate was as expected",Vague 2021,positive,2
8065,38,Portugal,5.0,in,Vague 2021,negative,0
8066,21,Portugal,7.0,"it matches what you want, but it has its problems",Vague 2021,neutral,1
8067,25,Portugal,7.0,at the moment nothing negative to point out,Vague 2021,neutral,1
8068,26,Portugal,6.0,friendly,Vague 2021,negative,0
8069,43,Portugal,7.0,i do not know,Vague 2021,neutral,1
8070,32,Portugal,0.0,do not fulfill the contract,Vague 2021,negative,0
8071,33,Portugal,10.0,i've been a customer for over 5 years and i have no complaints. always available and helpful and with the best deals.,Vague 2021,positive,2
8072,28,Portugal,10.0,grateful,Vague 2021,positive,2
8073,36,Portugal,10.0,a bank that never told me no.,Vague 2021,positive,2
8074,36,Portugal,5.0,are not helpful,Vague 2021,negative,0
8075,28,Portugal,10.0,"safe, fast and low fees",Vague 2021,positive,2
8076,41,Portugal,9.0,no major problems,Vague 2021,positive,2
8077,30,Portugal,10.0,very good,Vague 2021,positive,2
8078,22,Portugal,8.0,fast process and without any type of intrave.,Vague 2021,neutral,1
8079,31,Portugal,3.0,responsible for the financial very irresponsible,Vague 2021,negative,0
8080,27,Portugal,2.0,"the workers of this institution manipulate clients into signing up for their insurance. and then when they need these insurances, they don't assume anything.",Vague 2021,negative,0
8081,59,Portugal,10.0,fast efficiencies,Vague 2021,positive,2
8082,45,Portugal,8.0,extended credit term and interest rates.,Vague 2021,neutral,1
8083,34,Portugal,8.0,in,Vague 2021,neutral,1
8084,25,Portugal,6.0,in,Vague 2021,negative,0
8085,29,Portugal,7.0,they charge maintenance expenses,Vague 2021,neutral,1
8086,32,Portugal,5.0,could be better,Vague 2021,negative,0
8087,23,Portugal,5.0,he is reliable but takes a long time to respond.,Vague 2021,negative,0
8088,42,Portugal,5.0,i have nothing particularly positive or negative to say.,Vague 2021,negative,0
8089,57,Portugal,6.0,i would advise with reservation because the interest on the debt is high,Vague 2021,negative,0
8090,35,Portugal,8.0,little credit offered,Vague 2021,neutral,1
8091,41,Portugal,10.0,a good and reliable bank,Vague 2021,positive,2
8092,54,Portugal,8.0,pleased,Vague 2021,neutral,1
8093,33,Portugal,7.0,because i think the most appropriate,Vague 2021,neutral,1
8094,49,Portugal,8.0,i have no problem with them and they also didn't refuse the request,Vague 2021,neutral,1
8095,28,Portugal,10.0,a good relationship,Vague 2021,positive,2
8096,21,Portugal,7.0,i like the company.,Vague 2021,neutral,1
8097,22,Portugal,10.0,"it's very easy to deal with, has good boundaries",Vague 2021,positive,2
8098,29,Portugal,9.0,100% reliable,Vague 2021,positive,2
8099,19,Portugal,10.0,"fast service and service, with interest in customers and post-service follow-up",Vague 2021,positive,2
8100,32,Portugal,10.0,because they make the process easier,Vague 2021,positive,2
8101,46,Portugal,7.0,"good conditions in the concession, lack of support in the resolution of the credit in the final months",Vague 2021,neutral,1
8102,27,Portugal,8.0,cheap,Vague 2021,neutral,1
8103,44,Portugal,7.0,nothing special,Vague 2021,neutral,1
8104,38,Portugal,8.0,i took credit 3 years ago and since then i have no reason to complain. it was the one that presented the most attractive proposal.,Vague 2021,neutral,1
8105,40,Portugal,6.0,works well but high interest,Vague 2021,negative,0
8106,37,Portugal,8.0,good support by the entity,Vague 2021,neutral,1
8107,47,Portugal,9.0,the service,Vague 2021,positive,2
8108,41,Portugal,5.0,i prefer not to declare,Vague 2021,negative,0
8109,25,Portugal,8.0,complete and reliable information. availability to clarify doubts. satisfactory interest rate.,Vague 2021,neutral,1
8110,34,Portugal,10.0,"i don't have any complaints, they are excellent.",Vague 2021,positive,2
8111,40,Portugal,10.0,in,Vague 2021,positive,2
8112,31,Portugal,9.0,satisfaction,Vague 2021,positive,2
8113,29,Portugal,10.0,"always attentive, fast service and problem solving, easy access to information",Vague 2021,positive,2
8114,41,Portugal,5.0,not very helpful and practical,Vague 2021,negative,0
8115,36,Portugal,10.0,never having any problems in 4 years,Vague 2021,positive,2
8116,31,Portugal,8.0,could be better advised,Vague 2021,neutral,1
8117,36,Portugal,5.0,"better customer service, and more renewable payment plans",Vague 2021,negative,0
8118,52,Portugal,7.0,i never had any problems with them.,Vague 2021,neutral,1
8119,57,Portugal,10.0,sincere and transparent,Vague 2021,positive,2
8120,35,Portugal,10.0,i liked the service,Vague 2021,positive,2
8121,44,Portugal,7.0,i never had problems,Vague 2021,neutral,1
8122,43,Portugal,2.0,high interest,Vague 2021,negative,0
8123,52,Portugal,8.0,always very attentive and very helpful when i need to contact them.,Vague 2021,neutral,1
8124,42,Portugal,10.0,trust in the institution,Vague 2021,positive,2
8125,28,Portugal,8.0,all very clear,Vague 2021,neutral,1
8126,40,Portugal,9.0,quick response to,Vague 2021,positive,2
8127,41,Portugal,9.0,a trusted company.,Vague 2021,positive,2
8128,36,Portugal,9.0,rstao always probtos ajydar and i never had problems with the institution,Vague 2021,positive,2
8129,20,Portugal,9.0,they helped me a lot when i had problems with a car purchase at a dealership and managed to get my money back,Vague 2021,positive,2
8130,47,Portugal,9.0,they always gave credit for my purchases of equipment for the home and i have more and more credit limits,Vague 2021,positive,2
