,age,Country,A1,A2_translation,vague
58222,52,Spain,8.0,I made a purchase and split it.,Vague 2021
58223,20,Spain,8.0,It's good,Vague 2021
58224,41,Spain,8.0,"Reasonable conditions, ease of contracting",Vague 2021
58225,52,Spain,7.0,It is neither better nor worse than others,Vague 2021
58226,27,Spain,9.0,I'm satisfied but it's not perfect,Vague 2021
58227,54,Spain,8.0,it is a lender like any other. They take their commission,Vague 2021
58228,37,Spain,8.0,"Because the loan was granted to me without problems, but then it is associated with small print that they do not specify at the beginning (additional insurance and others). If it wasn't for that, I would have given it a higher rating.",Vague 2021
58229,44,Spain,6.0,Fairly good,Vague 2021
58230,54,Spain,8.0,"I have been working with them for 23 years... although they are not the cheapest, they have always treated me correctly within what can be asked of an entity of this type, who are still thieves and pirates",Vague 2021
58231,36,Spain,8.0,Ease and proximity,Vague 2021
58232,31,Spain,8.0,In my case everything is advantages,Vague 2021
58233,38,Spain,5.0,in,Vague 2021
58234,61,Spain,8.0,"I have no reason to give another, my circumstances force me to operate this way, I am satisfied with the operation.",Vague 2021
58235,44,Spain,7.0,Credits too expensive but effective,Vague 2021
58236,31,Spain,10.0,like good,Vague 2021
58237,44,Italy,10.0,Delivery speed,Vague 2021
58238,60,Spain,8.0,It was fast,Vague 2021
58239,47,Spain,8.0,because it has gone well for me,Vague 2021
58240,49,Spain,8.0,Fast and easy,Vague 2021
58241,63,Spain,6.0,Because a bank is a very personal matter,Vague 2021
58242,46,Spain,8.0,It comes from a company that has been in the market for many years and generates trust,Vague 2021
58243,44,Spain,7.0,'Cause I think it's alright,Vague 2021
58244,33,Spain,5.0,I don't like this bank but it is what there was at that time,Vague 2021
58245,52,Spain,5.0,I don't recommend this kind of thing. I don't care,Vague 2021
58246,36,Spain,10.0,"Comfort, seriousness, professionalism, advantages, trust",Vague 2021
58247,38,Spain,5.0,"in my case it was a small amount without interest, for these cases I do recommend it, for larger amounts I think a bank would be better",Vague 2021
58248,42,Spain,9.0,Is very good,Vague 2021
58249,55,Spain,9.0,Transmit security,Vague 2021
58250,36,Spain,9.0,My branch offered me a personal loan to buy the car with unbeatable conditions,Vague 2021
58251,21,Spain,8.0,"Pr the quality of care, although with quite tight deadlines",Vague 2021
58252,25,Spain,4.0,High maintenance fees,Vague 2021
58253,37,Germany,3.0,Customer support not so good,Vague 2021
58254,47,Spain,10.0,"I am a BBVA customer and I am very satisfied. Apart from this loan, I also have a mortgage.",Vague 2021
58255,46,Spain,7.0,It is a bank that offers loans at a good purchasing power,Vague 2021
58256,23,Spain,8.0,Get paid for almost everything you do. They should look at what other banks are doing and offer the same or better services.,Vague 2021
58257,45,Spain,5.0,It's like any other,Vague 2021
58258,48,Spain,6.0,Be careful not to exceed the amount too much.,Vague 2021
58259,47,Spain,8.0,Simplicity Speed,Vague 2021
58260,48,Spain,5.0,It can be better,Vague 2021
58261,35,Germany,10.0,everything worked without any problems.,Vague 2021
58262,52,Spain,5.0,And,Vague 2021
58263,37,Spain,8.0,Good conditions and attention. All very clear and without small print,Vague 2021
58264,57,Spain,10.0,"They treated me correctly, they spoke to me clearly.",Vague 2021
58265,63,Spain,8.0,It has good conditions in terms of interests etc.,Vague 2021
58266,24,Spain,3.0,They took advantage of the interests at the time.,Vague 2021
58267,39,Spain,0.0,customer service.,Vague 2021
58268,49,Spain,6.0,in,Vague 2021
58269,50,Spain,8.0,They were quick in the process and clear in the concepts,Vague 2021
58270,30,Spain,9.0,It is very comfortable to use,Vague 2021
58271,29,Spain,10.0,Good,Vague 2021
58272,33,Spain,10.0,"Everything easy, if opening commissions and comfortable terms.",Vague 2021
58273,46,Italy,10.0,Low installments and three years to set aside the money to pay off the loan,Vague 2021
58274,55,Spain,7.0,I think it's the right one,Vague 2021
58275,45,Spain,0.0,"They crush commissions, they put concepts into you for everything unilaterally, even if you've been with them your whole life",Vague 2021
58276,38,Spain,2.0,Very high interest rate,Vague 2021
58277,34,Spain,8.0,it is easy to handle,Vague 2021
58278,46,Germany,9.0,very good customer service; favorable interest rates,Vague 2021
58279,49,Spain,9.0,Personalized,Vague 2021
58280,52,Spain,6.0,low interest,Vague 2021
58281,55,Spain,1.0,Bad customer service. Legal requirements to grant moratorium NEVER FULFILLED,Vague 2021
58282,24,Spain,7.0,in,Vague 2021
58283,44,Spain,9.0,It is my usual bank and it works very well for me,Vague 2021
58284,54,Spain,7.0,"in general I am happy with them, the interests are not excessively high",Vague 2021
58285,51,Spain,8.0,Facility and interest rate,Vague 2021
58286,42,Spain,8.0,It's ok they ask for little paperwork,Vague 2021
58287,58,Spain,6.0,It was very fast but expensive,Vague 2021
58288,59,Spain,8.0,"The procedures were very fast, just half an hour.",Vague 2021
58289,18,Spain,7.0,has good things,Vague 2021
58290,42,Spain,9.0,I love the treatment and General conditions.,Vague 2021
58291,54,Italy,9.0,Seriousness,Vague 2021
58292,53,Spain,9.0,we have not paid interest,Vague 2021
58293,26,Spain,7.0,So that what great draw is,Vague 2021
58294,35,Spain,7.0,Good experience,Vague 2021
58295,41,Italy,5.0,tassi alti,Vague 2021
58296,51,Spain,6.0,They bind you with other products,Vague 2021
58297,47,Spain,8.0,good value interest,Vague 2021
58298,48,Spain,8.0,good,Vague 2021
58299,23,Spain,6.0,It is easy to pay and the car is cheaper if you buy it this way,Vague 2021
58300,49,Spain,10.0,"clear conditions, clear financing",Vague 2021
58301,52,Spain,8.0,I have felt very well with them. I have not noticed that they cheated on me.,Vague 2021
58302,27,Spain,8.0,"I like it a lot, it is my usual bank and it has never given me any problems.",Vague 2021
58303,51,Spain,4.0,high interest,Vague 2021
58304,46,Spain,3.0,high commissions,Vague 2021
58305,38,Spain,8.0,By your attention,Vague 2021
58306,53,Spain,6.0,"Although it was interest-free, the interest that applies is high",Vague 2021
58307,44,Spain,6.0,"There are things that should improve, I hardly have any branches, many have been closing, then the ATM never has what I want to withdraw, and sometimes it is very slow.",Vague 2021
58308,52,Spain,5.0,is what I think,Vague 2021
58309,47,Italy,10.0,Reliable and economical,Vague 2021
58310,27,Spain,10.0,I have had very good communication with the bank and everything has gone well,Vague 2021
58311,38,Spain,9.0,"I have very good negotiation with them, very low interest and I can repay the installment whenever I want, with the amount I want and without increasing the payment time.",Vague 2021
58312,55,Spain,3.0,high interest,Vague 2021
58313,47,Spain,8.0,I have already worked with them before and it seems to me a serious and efficient company.,Vague 2021
58314,64,Spain,6.0,"The loan is only recommended for the consideration of the concessionaire,",Vague 2021
58315,36,Spain,9.0,I really like the work of the company,Vague 2021
58316,41,Spain,7.0,No reason,Vague 2021
58317,40,Spain,6.0,Improvable,Vague 2021
58318,39,Spain,8.0,Ease,Vague 2021
58319,52,Spain,9.0,interest rate,Vague 2021
58320,25,Spain,8.0,in,Vague 2021
58321,31,Spain,8.0,very easy communication and good treatment,Vague 2021
58322,48,Spain,5.0,neither,Vague 2021
58323,52,Spain,8.0,They offer me a good reviewable interest and they are very attentive to any offer that could benefit me,Vague 2021
58324,62,Spain,9.0,FAST AND CLEAR ATTENTION,Vague 2021
58325,40,Spain,6.0,Your conditions are good but your web services are not working well.,Vague 2021
58326,36,Spain,9.0,I like the brand and its services,Vague 2021
58327,47,Spain,5.0,Old loan pending conversion to Euribor,Vague 2021
58328,20,Italy,8.0,I have always enjoyed it,Vague 2021
58329,43,Spain,8.0,Because it is a savings bank that has loans at very competitive prices and because your payroll account is also free of commissions.,Vague 2021
58330,51,Spain,5.0,"It is not a bank that I like too much for several reasons. In addition, in recent years this bank has gone through too many change processes.",Vague 2021
58331,47,Germany,10.0,"Hassle-free lending. everything online, very clear. Early termination possible",Vague 2021
58332,43,Spain,8.0,"I have not had any problem when requesting the loan, the treatment has been very good, explaining everything very clearly and concisely",Vague 2021
58333,54,Spain,10.0,I am very happy with their management and customer service,Vague 2021
58334,63,Spain,7.0,I was able to buy a car thanks to that financing,Vague 2021
58335,49,Spain,3.0,expensive,Vague 2021
58336,62,Spain,9.0,"IT HAS GONE VERY WELL FOR ME, IT IS A 3-YEAR CREDIT WITH VERY LOW INTEREST.",Vague 2021
58337,57,Spain,9.0,simplicity and clarity,Vague 2021
58338,40,Spain,7.0,They charge a lot of commissions and interest,Vague 2021
58339,24,Spain,8.0,I liked the deal,Vague 2021
58340,31,Spain,8.0,I appreciate your help and service,Vague 2021
58341,44,Spain,3.0,"In the end they are all a scam, they increase your limit and of course you use it because you need it and you don't stop paying in life.",Vague 2021
58342,47,Spain,7.0,"Being a client, the tae comes out somewhat lower",Vague 2021
58343,28,Spain,5.0,interests,Vague 2021
58344,51,Spain,5.0,"Although I have the agreement with Santander, all contacts went through the dealer. I had no direct contact with Santander, nor have I had it during the duration of the agreement. I have no experience with Santander to be able to assess its level of quality.",Vague 2021
58345,33,Spain,9.0,I haven't had any problems and it's easy.,Vague 2021
58346,50,Spain,7.0,"If they had to ask for it, Santander works fine, but if they had no other solution. Before I would look for another solution",Vague 2021
58347,62,Spain,10.0,"It is without commissions and interests, in monthly payments",Vague 2021
58348,46,Spain,4.0,because the repayment interest on the loan is too high.,Vague 2021
58349,33,Spain,7.0,"because they gave me the loan, although the interest rate is high, but they do not penalize me much for repaying",Vague 2021
58350,45,Spain,9.0,"It is a bank that has never given me problems and the attention, when I have needed it, has been correct",Vague 2021
58351,52,Spain,8.0,it's my bank,Vague 2021
58352,57,Spain,6.0,It is working well for me despite some surprises that I did not know at the beginning of hiring him,Vague 2021
58353,43,Spain,8.0,"They do not take care of the client, having payroll, all direct debit payments and they charge me a quarterly fee all for having removed the insurance I had with them",Vague 2021
58354,44,Spain,6.0,All credits are credits for very good conditions offered,Vague 2021
58355,47,Spain,5.0,-,Vague 2021
58356,30,Spain,4.0,They have excessively high commissions,Vague 2021
58357,51,Spain,8.0,"It works well, serious",Vague 2021
58358,40,Spain,5.0,They gave me the loan but then I had problems with the insurance negotiations,Vague 2021
58359,61,Italy,8.0,Good conditions,Vague 2021
58360,28,Spain,7.0,It has things to improve as a bank,Vague 2021
58361,28,Spain,6.0,many overcharges,Vague 2021
58362,58,Spain,7.0,It seems to me a serious and reliable bank,Vague 2021
58363,50,Spain,9.0,It works well,Vague 2021
58364,28,Spain,6.0,Good treatment and conditions,Vague 2021
58365,25,Spain,9.0,it's safe,Vague 2021
58366,29,Spain,5.0,and,Vague 2021
58367,64,Spain,9.0,"It is a serious, reliable and clear company in these matters",Vague 2021
58368,37,Spain,9.0,reliability,Vague 2021
58369,51,Spain,9.0,"I THINK IT IS THE BEST ON THE MARKET, YOU CAN ASK FOR CREDIT, WITHOUT THE INTEREST BEING VERY EXPENSIVE WHEN RETURNING",Vague 2021
58370,25,Spain,,in,Vague 2021
58371,53,Spain,10.0,they are functional,Vague 2021
58372,45,Spain,5.0,"I would not recommend asking for credit at all, but in case of real need it has been easy and without commissions",Vague 2021
58373,53,Spain,8.0,Clear and fast financing.,Vague 2021
58374,35,Spain,8.0,Has a competitive interest,Vague 2021
58375,41,Spain,5.0,not everything was clear in contracting the loan,Vague 2021
58376,57,Spain,5.0,I just started paying for it and I still haven't had the chance to have an objective criterion.,Vague 2021
58377,49,Spain,8.0,in,Vague 2021
58378,39,Spain,7.0,"Everything is fine, but I don't have much information either, they took care of the procedure in a clinic",Vague 2021
58379,64,Italy,5.0,"tan and taeg too others, you have to wait for the stores to rate you 0",Vague 2021
58380,53,Spain,9.0,Because it has always been my bank and I have never had any problems with them.,Vague 2021
58381,34,Spain,8.0,good treatment and good conditions,Vague 2021
58382,42,Spain,6.0,The process to make the purchase was quick and easy. Sequra's communication is transparent and dynamic,Vague 2021
58383,56,Spain,5.0,I DON'T LIKE TO RECOMMEND ANYTHING,Vague 2021
58384,24,Spain,6.0,,Vague 2021
58385,31,Spain,9.0,Good performance,Vague 2021
58386,35,Spain,9.0,The good conditions and because it is a local bank.,Vague 2021
58387,41,Spain,1.0,They change the conditions of the current account when they see fit,Vague 2021
58388,22,Spain,8.0,I think it's a good product,Vague 2021
58389,37,Spain,5.0,The interest was not very there,Vague 2021
58390,57,Spain,9.0,"It is reliable, it works well, the expenses are transparent",Vague 2021
58391,47,Italy,10.0,"excellent, speed, customer contacts",Vague 2021
58392,31,Spain,8.0,Relationship with the client,Vague 2021
58393,23,Spain,6.0,We have had some problems but in general it has been going well since the loan was requested,Vague 2021
58394,51,Spain,8.0,They have improved a lot regarding commissions and dealing with the client,Vague 2021
58395,56,Spain,10.0,Excellent service and attention,Vague 2021
58396,56,Spain,10.0,I have confidence in your services,Vague 2021
58397,55,Spain,8.0,they did not request too much documentation and it was fast,Vague 2021
58398,67,Germany,9.0,Interest rates are low and the installments are affordable,Vague 2021
58399,65,Spain,7.0,seems adequate,Vague 2021
58400,74,Spain,8.0,I do not know the needs of friends or relatives,Vague 2021
