,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity,cut_words,letters,comment_length,cleaned_comment
8194,48,Germany,1.0,i have already recommended this credit card to others. there are no more people to whom i will make a recommendation.,Vague 2021,negative,0,"['i', 'have', 'already', 'recommended', 'this', 'credit', 'card', 'to', 'others.', 'there', 'are', 'no', 'more', 'people', 'to', 'whom', 'i', 'will', 'make', 'a', 'recommendation.']","['i', ' ', 'h', 'a', 'v', 'e', ' ', 'a', 'l', 'r', 'e', 'a', 'd', 'y', ' ', 'r', 'e', 'c', 'o', 'm', 'm', 'e', 'n', 'd', 'e', 'd', ' ', 't', 'h', 'i', 's', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'c', 'a', 'r', 'd', ' ', 't', 'o', ' ', 'o', 't', 'h', 'e', 'r', 's', '.', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'a', 'r', 'e', ' ', 'n', 'o', ' ', 'm', 'o', 'r', 'e', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 't', 'o', ' ', 'w', 'h', 'o', 'm', ' ', 'i', ' ', 'w', 'i', 'l', 'l', ' ', 'm', 'a', 'k', 'e', ' ', 'a', ' ', 'r', 'e', 'c', 'o', 'm', 'm', 'e', 'n', 'd', 'a', 't', 'i', 'o', 'n', '.']",21,already recommended credit card others people make recommendation
8195,60,Germany,0.0,no longer fully functional due to brexit,Vague 2021,negative,0,"['no', 'longer', 'fully', 'functional', 'due', 'to', 'brexit']","['n', 'o', ' ', 'l', 'o', 'n', 'g', 'e', 'r', ' ', 'f', 'u', 'l', 'l', 'y', ' ', 'f', 'u', 'n', 'c', 't', 'i', 'o', 'n', 'a', 'l', ' ', 'd', 'u', 'e', ' ', 't', 'o', ' ', 'b', 'r', 'e', 'x', 'i', 't']",7,longer fully functional due brexit
8197,27,Germany,5.0,"interest rates are comparatively high, but have simple and uncomplicated financial processing and have never caused any problems so far",Vague 2021,negative,0,"['interest', 'rates', 'are', 'comparatively', 'high,', 'but', 'have', 'simple', 'and', 'uncomplicated', 'financial', 'processing', 'and', 'have', 'never', 'caused', 'any', 'problems', 'so', 'far']","['i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e', 's', ' ', 'a', 'r', 'e', ' ', 'c', 'o', 'm', 'p', 'a', 'r', 'a', 't', 'i', 'v', 'e', 'l', 'y', ' ', 'h', 'i', 'g', 'h', ',', ' ', 'b', 'u', 't', ' ', 'h', 'a', 'v', 'e', ' ', 's', 'i', 'm', 'p', 'l', 'e', ' ', 'a', 'n', 'd', ' ', 'u', 'n', 'c', 'o', 'm', 'p', 'l', 'i', 'c', 'a', 't', 'e', 'd', ' ', 'f', 'i', 'n', 'a', 'n', 'c', 'i', 'a', 'l', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g', ' ', 'a', 'n', 'd', ' ', 'h', 'a', 'v', 'e', ' ', 'n', 'e', 'v', 'e', 'r', ' ', 'c', 'a', 'u', 's', 'e', 'd', ' ', 'a', 'n', 'y', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', ' ', 's', 'o', ' ', 'f', 'a', 'r']",20,interest rates comparatively high simple uncomplicated financial processing never caused problems far
8199,42,Germany,5.0,there were only problems,Vague 2021,negative,0,"['there', 'were', 'only', 'problems']","['t', 'h', 'e', 'r', 'e', ' ', 'w', 'e', 'r', 'e', ' ', 'o', 'n', 'l', 'y', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's']",4,problems
8200,48,Germany,2.0,growth,Vague 2021,negative,0,['growth'],"['g', 'r', 'o', 'w', 't', 'h']",1,growth
8201,51,Germany,9.0,good service,Vague 2021,positive,1,"['good', 'service']","['g', 'o', 'o', 'd', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e']",2,good service
8202,29,Germany,3.0,no better or worse than others,Vague 2021,negative,0,"['no', 'better', 'or', 'worse', 'than', 'others']","['n', 'o', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 'o', 'r', ' ', 'w', 'o', 'r', 's', 'e', ' ', 't', 'h', 'a', 'n', ' ', 'o', 't', 'h', 'e', 'r', 's']",6,better worse others
8204,57,Germany,9.0,friendly organized thinking,Vague 2021,positive,1,"['friendly', 'organized', 'thinking']","['f', 'r', 'i', 'e', 'n', 'd', 'l', 'y', ' ', 'o', 'r', 'g', 'a', 'n', 'i', 'z', 'e', 'd', ' ', 't', 'h', 'i', 'n', 'k', 'i', 'n', 'g']",3,friendly organized thinking
8205,39,Germany,10.0,"i've been a very satisfied customer for years. i have a personal contact person, so i can always go to him with my concerns. apart from that, quick and satisfactory solutions were always offered, even if there were problems.",Vague 2021,positive,1,"[""i've"", 'been', 'a', 'very', 'satisfied', 'customer', 'for', 'years.', 'i', 'have', 'a', 'personal', 'contact', 'person,', 'so', 'i', 'can', 'always', 'go', 'to', 'him', 'with', 'my', 'concerns.', 'apart', 'from', 'that,', 'quick', 'and', 'satisfactory', 'solutions', 'were', 'always', 'offered,', 'even', 'if', 'there', 'were', 'problems.']","['i', ""'"", 'v', 'e', ' ', 'b', 'e', 'e', 'n', ' ', 'a', ' ', 'v', 'e', 'r', 'y', ' ', 's', 'a', 't', 'i', 's', 'f', 'i', 'e', 'd', ' ', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', ' ', 'f', 'o', 'r', ' ', 'y', 'e', 'a', 'r', 's', '.', ' ', 'i', ' ', 'h', 'a', 'v', 'e', ' ', 'a', ' ', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l', ' ', 'c', 'o', 'n', 't', 'a', 'c', 't', ' ', 'p', 'e', 'r', 's', 'o', 'n', ',', ' ', 's', 'o', ' ', 'i', ' ', 'c', 'a', 'n', ' ', 'a', 'l', 'w', 'a', 'y', 's', ' ', 'g', 'o', ' ', 't', 'o', ' ', 'h', 'i', 'm', ' ', 'w', 'i', 't', 'h', ' ', 'm', 'y', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 'n', 's', '.', ' ', 'a', 'p', 'a', 'r', 't', ' ', 'f', 'r', 'o', 'm', ' ', 't', 'h', 'a', 't', ',', ' ', 'q', 'u', 'i', 'c', 'k', ' ', 'a', 'n', 'd', ' ', 's', 'a', 't', 'i', 's', 'f', 'a', 'c', 't', 'o', 'r', 'y', ' ', 's', 'o', 'l', 'u', 't', 'i', 'o', 'n', 's', ' ', 'w', 'e', 'r', 'e', ' ', 'a', 'l', 'w', 'a', 'y', 's', ' ', 'o', 'f', 'f', 'e', 'r', 'e', 'd', ',', ' ', 'e', 'v', 'e', 'n', ' ', 'i', 'f', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'w', 'e', 'r', 'e', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', '.']",39,satisfied customer years personal contact person always concerns apart quick satisfactory solutions always offered even problems
8206,71,Germany,1.0,"bad advice only greed, consultants are put under pressure",Vague 2021,negative,0,"['bad', 'advice', 'only', 'greed,', 'consultants', 'are', 'put', 'under', 'pressure']","['b', 'a', 'd', ' ', 'a', 'd', 'v', 'i', 'c', 'e', ' ', 'o', 'n', 'l', 'y', ' ', 'g', 'r', 'e', 'e', 'd', ',', ' ', 'c', 'o', 'n', 's', 'u', 'l', 't', 'a', 'n', 't', 's', ' ', 'a', 'r', 'e', ' ', 'p', 'u', 't', ' ', 'u', 'n', 'd', 'e', 'r', ' ', 'p', 'r', 'e', 's', 's', 'u', 'r', 'e']",9,bad advice greed consultants put pressure
8208,40,Germany,10.0,excellent,Vague 2021,positive,1,['excellent'],"['e', 'x', 'c', 'e', 'l', 'l', 'e', 'n', 't']",1,excellent
8209,56,Germany,9.0,i am very satisfied with the processing and the conditions,Vague 2021,positive,1,"['i', 'am', 'very', 'satisfied', 'with', 'the', 'processing', 'and', 'the', 'conditions']","['i', ' ', 'a', 'm', ' ', 'v', 'e', 'r', 'y', ' ', 's', 'a', 't', 'i', 's', 'f', 'i', 'e', 'd', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g', ' ', 'a', 'n', 'd', ' ', 't', 'h', 'e', ' ', 'c', 'o', 'n', 'd', 'i', 't', 'i', 'o', 'n', 's']",10,satisfied processing conditions
8211,32,Germany,6.0,low monthly costs,Vague 2021,negative,0,"['low', 'monthly', 'costs']","['l', 'o', 'w', ' ', 'm', 'o', 'n', 't', 'h', 'l', 'y', ' ', 'c', 'o', 's', 't', 's']",3,low monthly costs
8212,61,Germany,5.0,no special reasons,Vague 2021,negative,0,"['no', 'special', 'reasons']","['n', 'o', ' ', 's', 'p', 'e', 'c', 'i', 'a', 'l', ' ', 'r', 'e', 'a', 's', 'o', 'n', 's']",3,special reasons
8214,41,Germany,6.0,everyone has to do their own research,Vague 2021,negative,0,"['everyone', 'has', 'to', 'do', 'their', 'own', 'research']","['e', 'v', 'e', 'r', 'y', 'o', 'n', 'e', ' ', 'h', 'a', 's', ' ', 't', 'o', ' ', 'd', 'o', ' ', 't', 'h', 'e', 'i', 'r', ' ', 'o', 'w', 'n', ' ', 'r', 'e', 's', 'e', 'a', 'r', 'c', 'h']",7,everyone research
8216,44,Germany,6.0,slow processing,Vague 2021,negative,0,"['slow', 'processing']","['s', 'l', 'o', 'w', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g']",2,slow processing
8218,60,Germany,0.0,i do not recommend credit,Vague 2021,negative,0,"['i', 'do', 'not', 'recommend', 'credit']","['i', ' ', 'd', 'o', ' ', 'n', 'o', 't', ' ', 'r', 'e', 'c', 'o', 'm', 'm', 'e', 'n', 'd', ' ', 'c', 'r', 'e', 'd', 'i', 't']",5,recommend credit
8219,47,Germany,6.0,not bad,Vague 2021,negative,0,"['not', 'bad']","['n', 'o', 't', ' ', 'b', 'a', 'd']",2,bad
8222,29,Germany,9.0,good advice not too expensive good handling,Vague 2021,positive,1,"['good', 'advice', 'not', 'too', 'expensive', 'good', 'handling']","['g', 'o', 'o', 'd', ' ', 'a', 'd', 'v', 'i', 'c', 'e', ' ', 'n', 'o', 't', ' ', 't', 'o', 'o', ' ', 'e', 'x', 'p', 'e', 'n', 's', 'i', 'v', 'e', ' ', 'g', 'o', 'o', 'd', ' ', 'h', 'a', 'n', 'd', 'l', 'i', 'n', 'g']",7,good advice expensive good handling
8223,53,Germany,9.0,not probleme,Vague 2021,positive,1,"['not', 'probleme']","['n', 'o', 't', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 'e']",2,probleme
8224,20,Germany,6.0,conditions are ok,Vague 2021,negative,0,"['conditions', 'are', 'ok']","['c', 'o', 'n', 'd', 'i', 't', 'i', 'o', 'n', 's', ' ', 'a', 'r', 'e', ' ', 'o', 'k']",3,conditions
8225,67,Germany,10.0,good experience with it,Vague 2021,positive,1,"['good', 'experience', 'with', 'it']","['g', 'o', 'o', 'd', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', ' ', 'w', 'i', 't', 'h', ' ', 'i', 't']",4,good experience
8226,55,Germany,3.0,friends go shopping there,Vague 2021,negative,0,"['friends', 'go', 'shopping', 'there']","['f', 'r', 'i', 'e', 'n', 'd', 's', ' ', 'g', 'o', ' ', 's', 'h', 'o', 'p', 'p', 'i', 'n', 'g', ' ', 't', 'h', 'e', 'r', 'e']",4,friends shopping
8227,67,Germany,10.0,good conditions and uncomplicated processing,Vague 2021,positive,1,"['good', 'conditions', 'and', 'uncomplicated', 'processing']","['g', 'o', 'o', 'd', ' ', 'c', 'o', 'n', 'd', 'i', 't', 'i', 'o', 'n', 's', ' ', 'a', 'n', 'd', ' ', 'u', 'n', 'c', 'o', 'm', 'p', 'l', 'i', 'c', 'a', 't', 'e', 'd', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g']",5,good conditions uncomplicated processing
8228,25,Germany,10.0,easy to use. quick finish. sufficient information and memories,Vague 2021,positive,1,"['easy', 'to', 'use.', 'quick', 'finish.', 'sufficient', 'information', 'and', 'memories']","['e', 'a', 's', 'y', ' ', 't', 'o', ' ', 'u', 's', 'e', '.', ' ', 'q', 'u', 'i', 'c', 'k', ' ', 'f', 'i', 'n', 'i', 's', 'h', '.', ' ', 's', 'u', 'f', 'f', 'i', 'c', 'i', 'e', 'n', 't', ' ', 'i', 'n', 'f', 'o', 'r', 'm', 'a', 't', 'i', 'o', 'n', ' ', 'a', 'n', 'd', ' ', 'm', 'e', 'm', 'o', 'r', 'i', 'e', 's']",9,easy use quick finish sufficient information memories
8229,30,Germany,2.0,no contact nearby,Vague 2021,negative,0,"['no', 'contact', 'nearby']","['n', 'o', ' ', 'c', 'o', 'n', 't', 'a', 'c', 't', ' ', 'n', 'e', 'a', 'r', 'b', 'y']",3,contact nearby
8230,41,Germany,10.0,"klarna is simple, very uncomplicated. fair interest. great app",Vague 2021,positive,1,"['klarna', 'is', 'simple,', 'very', 'uncomplicated.', 'fair', 'interest.', 'great', 'app']","['k', 'l', 'a', 'r', 'n', 'a', ' ', 'i', 's', ' ', 's', 'i', 'm', 'p', 'l', 'e', ',', ' ', 'v', 'e', 'r', 'y', ' ', 'u', 'n', 'c', 'o', 'm', 'p', 'l', 'i', 'c', 'a', 't', 'e', 'd', '.', ' ', 'f', 'a', 'i', 'r', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', '.', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'a', 'p', 'p']",9,klarna simple uncomplicated fair interest great app
8231,61,Germany,5.0,it does not deliver what the advertising promises,Vague 2021,negative,0,"['it', 'does', 'not', 'deliver', 'what', 'the', 'advertising', 'promises']","['i', 't', ' ', 'd', 'o', 'e', 's', ' ', 'n', 'o', 't', ' ', 'd', 'e', 'l', 'i', 'v', 'e', 'r', ' ', 'w', 'h', 'a', 't', ' ', 't', 'h', 'e', ' ', 'a', 'd', 'v', 'e', 'r', 't', 'i', 's', 'i', 'n', 'g', ' ', 'p', 'r', 'o', 'm', 'i', 's', 'e', 's']",8,deliver advertising promises
8232,62,Germany,10.0,"very fast processing, everything done online, very friendly advice",Vague 2021,positive,1,"['very', 'fast', 'processing,', 'everything', 'done', 'online,', 'very', 'friendly', 'advice']","['v', 'e', 'r', 'y', ' ', 'f', 'a', 's', 't', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g', ',', ' ', 'e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', ' ', 'd', 'o', 'n', 'e', ' ', 'o', 'n', 'l', 'i', 'n', 'e', ',', ' ', 'v', 'e', 'r', 'y', ' ', 'f', 'r', 'i', 'e', 'n', 'd', 'l', 'y', ' ', 'a', 'd', 'v', 'i', 'c', 'e']",9,fast processing everything done online friendly advice
8233,40,Germany,9.0,"fast, uncomplicated processing, cheap and friendly",Vague 2021,positive,1,"['fast,', 'uncomplicated', 'processing,', 'cheap', 'and', 'friendly']","['f', 'a', 's', 't', ',', ' ', 'u', 'n', 'c', 'o', 'm', 'p', 'l', 'i', 'c', 'a', 't', 'e', 'd', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g', ',', ' ', 'c', 'h', 'e', 'a', 'p', ' ', 'a', 'n', 'd', ' ', 'f', 'r', 'i', 'e', 'n', 'd', 'l', 'y']",6,fast uncomplicated processing cheap friendly
8234,49,Germany,9.0,good options,Vague 2021,positive,1,"['good', 'options']","['g', 'o', 'o', 'd', ' ', 'o', 'p', 't', 'i', 'o', 'n', 's']",2,good options
8235,31,Germany,6.0,everything worked perfectly,Vague 2021,negative,0,"['everything', 'worked', 'perfectly']","['e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', ' ', 'w', 'o', 'r', 'k', 'e', 'd', ' ', 'p', 'e', 'r', 'f', 'e', 'c', 't', 'l', 'y']",3,everything worked perfectly
8236,35,Germany,10.0,easy and fast,Vague 2021,positive,1,"['easy', 'and', 'fast']","['e', 'a', 's', 'y', ' ', 'a', 'n', 'd', ' ', 'f', 'a', 's', 't']",3,easy fast
8237,54,Germany,10.0,fast processing of my application and quick payout,Vague 2021,positive,1,"['fast', 'processing', 'of', 'my', 'application', 'and', 'quick', 'payout']","['f', 'a', 's', 't', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g', ' ', 'o', 'f', ' ', 'm', 'y', ' ', 'a', 'p', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n', ' ', 'a', 'n', 'd', ' ', 'q', 'u', 'i', 'c', 'k', ' ', 'p', 'a', 'y', 'o', 'u', 't']",8,fast processing application quick payout
8238,28,Germany,6.0,everything super easy and fast,Vague 2021,negative,0,"['everything', 'super', 'easy', 'and', 'fast']","['e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', ' ', 's', 'u', 'p', 'e', 'r', ' ', 'e', 'a', 's', 'y', ' ', 'a', 'n', 'd', ' ', 'f', 'a', 's', 't']",5,everything super easy fast
8240,81,Germany,1.0,not very customer oriented,Vague 2021,negative,0,"['not', 'very', 'customer', 'oriented']","['n', 'o', 't', ' ', 'v', 'e', 'r', 'y', ' ', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', ' ', 'o', 'r', 'i', 'e', 'n', 't', 'e', 'd']",4,customer oriented
8241,71,Germany,10.0,"favorable prices, quick processing",Vague 2021,positive,1,"['favorable', 'prices,', 'quick', 'processing']","['f', 'a', 'v', 'o', 'r', 'a', 'b', 'l', 'e', ' ', 'p', 'r', 'i', 'c', 'e', 's', ',', ' ', 'q', 'u', 'i', 'c', 'k', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g']",4,favorable prices quick processing
8242,43,Germany,10.0,completely uncomplicated,Vague 2021,positive,1,"['completely', 'uncomplicated']","['c', 'o', 'm', 'p', 'l', 'e', 't', 'e', 'l', 'y', ' ', 'u', 'n', 'c', 'o', 'm', 'p', 'l', 'i', 'c', 'a', 't', 'e', 'd']",2,completely uncomplicated
8244,58,Germany,9.0,individual advice and responds to needs,Vague 2021,positive,1,"['individual', 'advice', 'and', 'responds', 'to', 'needs']","['i', 'n', 'd', 'i', 'v', 'i', 'd', 'u', 'a', 'l', ' ', 'a', 'd', 'v', 'i', 'c', 'e', ' ', 'a', 'n', 'd', ' ', 'r', 'e', 's', 'p', 'o', 'n', 'd', 's', ' ', 't', 'o', ' ', 'n', 'e', 'e', 'd', 's']",6,individual advice responds needs
8247,41,Germany,10.0,uncomplicated processing,Vague 2021,positive,1,"['uncomplicated', 'processing']","['u', 'n', 'c', 'o', 'm', 'p', 'l', 'i', 'c', 'a', 't', 'e', 'd', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g']",2,uncomplicated processing
8248,45,Germany,3.0,because useless insurance is turned on to get a loan,Vague 2021,negative,0,"['because', 'useless', 'insurance', 'is', 'turned', 'on', 'to', 'get', 'a', 'loan']","['b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 'u', 's', 'e', 'l', 'e', 's', 's', ' ', 'i', 'n', 's', 'u', 'r', 'a', 'n', 'c', 'e', ' ', 'i', 's', ' ', 't', 'u', 'r', 'n', 'e', 'd', ' ', 'o', 'n', ' ', 't', 'o', ' ', 'g', 'e', 't', ' ', 'a', ' ', 'l', 'o', 'a', 'n']",10,useless insurance turned get loan
8251,47,Poland,10.0,i recommend the most,Vague 2021,positive,1,"['i', 'recommend', 'the', 'most']","['i', ' ', 'r', 'e', 'c', 'o', 'm', 'm', 'e', 'n', 'd', ' ', 't', 'h', 'e', ' ', 'm', 'o', 's', 't']",4,recommend
8252,61,Poland,9.0,the only downside is the rising interest rate on the loan,Vague 2021,positive,1,"['the', 'only', 'downside', 'is', 'the', 'rising', 'interest', 'rate', 'on', 'the', 'loan']","['t', 'h', 'e', ' ', 'o', 'n', 'l', 'y', ' ', 'd', 'o', 'w', 'n', 's', 'i', 'd', 'e', ' ', 'i', 's', ' ', 't', 'h', 'e', ' ', 'r', 'i', 's', 'i', 'n', 'g', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e', ' ', 'o', 'n', ' ', 't', 'h', 'e', ' ', 'l', 'o', 'a', 'n']",11,downside rising interest rate loan
8253,29,Poland,6.0,fair quality assessment,Vague 2021,negative,0,"['fair', 'quality', 'assessment']","['f', 'a', 'i', 'r', ' ', 'q', 'u', 'a', 'l', 'i', 't', 'y', ' ', 'a', 's', 's', 'e', 's', 's', 'm', 'e', 'n', 't']",3,fair quality assessment
8254,33,Poland,6.0,i do not know,Vague 2021,negative,0,"['i', 'do', 'not', 'know']","['i', ' ', 'd', 'o', ' ', 'n', 'o', 't', ' ', 'k', 'n', 'o', 'w']",4,know
8256,29,Poland,9.0,"fast loan processing, low interest rate",Vague 2021,positive,1,"['fast', 'loan', 'processing,', 'low', 'interest', 'rate']","['f', 'a', 's', 't', ' ', 'l', 'o', 'a', 'n', ' ', 'p', 'r', 'o', 'c', 'e', 's', 's', 'i', 'n', 'g', ',', ' ', 'l', 'o', 'w', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e']",6,fast loan processing low interest rate
8258,44,Poland,5.0,reasonably clear rules,Vague 2021,negative,0,"['reasonably', 'clear', 'rules']","['r', 'e', 'a', 's', 'o', 'n', 'a', 'b', 'l', 'y', ' ', 'c', 'l', 'e', 'a', 'r', ' ', 'r', 'u', 'l', 'e', 's']",3,reasonably clear rules
8259,52,Poland,10.0,positive,Vague 2021,positive,1,['positive'],"['p', 'o', 's', 'i', 't', 'i', 'v', 'e']",1,positive
8261,22,Poland,9.0,"fast, efficient and low interest rate",Vague 2021,positive,1,"['fast,', 'efficient', 'and', 'low', 'interest', 'rate']","['f', 'a', 's', 't', ',', ' ', 'e', 'f', 'f', 'i', 'c', 'i', 'e', 'n', 't', ' ', 'a', 'n', 'd', ' ', 'l', 'o', 'w', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e']",6,fast efficient low interest rate
8262,31,Poland,10.0,it is recommendable,Vague 2021,positive,1,"['it', 'is', 'recommendable']","['i', 't', ' ', 'i', 's', ' ', 'r', 'e', 'c', 'o', 'm', 'm', 'e', 'n', 'd', 'a', 'b', 'l', 'e']",3,recommendable
8264,47,Poland,10.0,"super interest rate, minimum formalities",Vague 2021,positive,1,"['super', 'interest', 'rate,', 'minimum', 'formalities']","['s', 'u', 'p', 'e', 'r', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e', ',', ' ', 'm', 'i', 'n', 'i', 'm', 'u', 'm', ' ', 'f', 'o', 'r', 'm', 'a', 'l', 'i', 't', 'i', 'e', 's']",5,super interest rate minimum formalities
8269,57,Poland,6.0,no problem,Vague 2021,negative,0,"['no', 'problem']","['n', 'o', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm']",2,problem
8270,38,Poland,9.0,speed and convenience,Vague 2021,positive,1,"['speed', 'and', 'convenience']","['s', 'p', 'e', 'e', 'd', ' ', 'a', 'n', 'd', ' ', 'c', 'o', 'n', 'v', 'e', 'n', 'i', 'e', 'n', 'c', 'e']",3,speed convenience
8272,44,Poland,10.0,super,Vague 2021,positive,1,['super'],"['s', 'u', 'p', 'e', 'r']",1,super
8274,27,Poland,10.0,"a mobile bank, intuitive, i have had it since i was 18, many changes for the better, number 1 among mobile banks",Vague 2021,positive,1,"['a', 'mobile', 'bank,', 'intuitive,', 'i', 'have', 'had', 'it', 'since', 'i', 'was', '18,', 'many', 'changes', 'for', 'the', 'better,', 'number', '1', 'among', 'mobile', 'banks']","['a', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'b', 'a', 'n', 'k', ',', ' ', 'i', 'n', 't', 'u', 'i', 't', 'i', 'v', 'e', ',', ' ', 'i', ' ', 'h', 'a', 'v', 'e', ' ', 'h', 'a', 'd', ' ', 'i', 't', ' ', 's', 'i', 'n', 'c', 'e', ' ', 'i', ' ', 'w', 'a', 's', ' ', '1', '8', ',', ' ', 'm', 'a', 'n', 'y', ' ', 'c', 'h', 'a', 'n', 'g', 'e', 's', ' ', 'f', 'o', 'r', ' ', 't', 'h', 'e', ' ', 'b', 'e', 't', 't', 'e', 'r', ',', ' ', 'n', 'u', 'm', 'b', 'e', 'r', ' ', '1', ' ', 'a', 'm', 'o', 'n', 'g', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'b', 'a', 'n', 'k', 's']",22,mobile intuitive since many changes better number among mobile banks
8275,56,Poland,10.0,solid professional helpful,Vague 2021,positive,1,"['solid', 'professional', 'helpful']","['s', 'o', 'l', 'i', 'd', ' ', 'p', 'r', 'o', 'f', 'e', 's', 's', 'i', 'o', 'n', 'a', 'l', ' ', 'h', 'e', 'l', 'p', 'f', 'u', 'l']",3,solid professional helpful
8276,40,Poland,6.0,"there are opportunities for lower interest rates in others, unfortunately we could not take advantage of them",Vague 2021,negative,0,"['there', 'are', 'opportunities', 'for', 'lower', 'interest', 'rates', 'in', 'others,', 'unfortunately', 'we', 'could', 'not', 'take', 'advantage', 'of', 'them']","['t', 'h', 'e', 'r', 'e', ' ', 'a', 'r', 'e', ' ', 'o', 'p', 'p', 'o', 'r', 't', 'u', 'n', 'i', 't', 'i', 'e', 's', ' ', 'f', 'o', 'r', ' ', 'l', 'o', 'w', 'e', 'r', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e', 's', ' ', 'i', 'n', ' ', 'o', 't', 'h', 'e', 'r', 's', ',', ' ', 'u', 'n', 'f', 'o', 'r', 't', 'u', 'n', 'a', 't', 'e', 'l', 'y', ' ', 'w', 'e', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'n', 'o', 't', ' ', 't', 'a', 'k', 'e', ' ', 'a', 'd', 'v', 'a', 'n', 't', 'a', 'g', 'e', ' ', 'o', 'f', ' ', 't', 'h', 'e', 'm']",17,opportunities lower interest rates others unfortunately could take advantage
